schema:*key,$text
ambient_CASTLE_UNDERWEAR_ONLY_M_7,"A lady scoffs. 'Peasant madness in noble halls.'"
ambient_CASTLE_UNDERWEAR_ONLY_M_8,"Someone coughs loudly. No one meets your gaze."
ambient_CASTLE_UNDERWEAR_ONLY_M_9,"A jester whispers, 'Brave. Stupid, but brave.'"

ambient_CASTLE_UNDERWEAR_ONLY_F_0,"A noblewoman shrieks, 'Guards! Remove that scandal!'"
ambient_CASTLE_UNDERWEAR_ONLY_F_1,"A guard looks stunned. 'Uh... orders?'"
ambient_CASTLE_UNDERWEAR_ONLY_F_2,"A lord drops his monocle. His jaw follows."
ambient_CASTLE_UNDERWEAR_ONLY_F_3,"A priest makes the sign of Arkay and leaves the room."
ambient_CASTLE_UNDERWEAR_ONLY_F_4,"A lady fan-slaps her own face. Twice."
ambient_CASTLE_UNDERWEAR_ONLY_F_5,"A bard begins a ballad, but is dragged away."
ambient_CASTLE_UNDERWEAR_ONLY_F_6,"A tailor gasps, 'No hem! No lining! No SHAME!'"
ambient_CASTLE_UNDERWEAR_ONLY_F_7,"A maid throws you a curtain and says nothing."
ambient_CASTLE_UNDERWEAR_ONLY_F_8,"You feel every gaze sharpen like a dagger."
ambient_CASTLE_UNDERWEAR_ONLY_F_9,"A nobleman trips over his own disbelief."

ambient_CASTLE_COMMONER_TOPLESS_M_0,"A steward barks, 'Peasant! Put something on!'"
ambient_CASTLE_COMMONER_TOPLESS_M_1,"A noble sneers, 'Trying to impress the livestock?'"
ambient_CASTLE_COMMONER_TOPLESS_M_2,"A bard begins to laugh, then stops awkwardly."
ambient_CASTLE_COMMONER_TOPLESS_M_3,"A servant flings a towel at your chest mid-run."
ambient_CASTLE_COMMONER_TOPLESS_M_4,"A lady mutters, 'Shirts are not optional here.'"
ambient_CASTLE_COMMONER_TOPLESS_M_5,"A guard raises his brow. 'Lost a duel with laundry?'"
ambient_CASTLE_COMMONER_TOPLESS_M_6,"A page drops a tray. Your fault, clearly."
ambient_CASTLE_COMMONER_TOPLESS_M_7,"A jester mimics your walk, then gets slapped."
ambient_CASTLE_COMMONER_TOPLESS_M_8,"A noble whispers, 'Uncultured and uncovered.'"
ambient_CASTLE_COMMONER_TOPLESS_M_9,"A banner falls. Possibly unrelated."

ambient_CASTLE_COMMONER_TOPLESS_F_0,"A noblewoman gasps, 'This is indecent! This is... fashion?'"
ambient_CASTLE_COMMONER_TOPLESS_F_1,"A guard looks away, blushing like mad."
ambient_CASTLE_COMMONER_TOPLESS_F_2,"A bard starts sketching frantically. It's not very good."
ambient_CASTLE_COMMONER_TOPLESS_F_3,"A handmaid faints. Or pretends to. Twice."
ambient_CASTLE_COMMONER_TOPLESS_F_4,"A lady cries, 'By Mara, someone cover her!'"
ambient_CASTLE_COMMONER_TOPLESS_F_5,"A steward chokes on wine. You didn’t even offer any."
ambient_CASTLE_COMMONER_TOPLESS_F_6,"A nobleman’s eyes widen. He walks into a pillar."
ambient_CASTLE_COMMONER_TOPLESS_F_7,"A tailor screams internally. You can hear it."
ambient_CASTLE_COMMONER_TOPLESS_F_8,"A jester throws a pillow dramatically at your torso."
ambient_CASTLE_COMMONER_TOPLESS_F_9,"You hear, 'Bold.' Then, silence. Then footsteps."

ambient_CASTLE_COMMONER_BOTTOMLESS_M_0,"A noble shouts, 'Guards! Arrest this madness!'"
ambient_CASTLE_COMMONER_BOTTOMLESS_M_1,"A page drops a tray and refuses to pick it up."
ambient_CASTLE_COMMONER_BOTTOMLESS_M_2,"A bard mumbles, 'The tale of the breechless fool...'"
ambient_CASTLE_COMMONER_BOTTOMLESS_M_3,"A servant runs out with pants in hand."
ambient_CASTLE_COMMONER_BOTTOMLESS_M_4,"A noblewoman glares. 'Utter disgrace!'"
ambient_CASTLE_COMMONER_BOTTOMLESS_M_5,"A guard holds his breath. Possibly from fear."
ambient_CASTLE_COMMONER_BOTTOMLESS_M_6,"A tailor screams, 'YOU MONSTER!'"
ambient_CASTLE_COMMONER_BOTTOMLESS_M_7,"A jester applauds. Even he knows it’s wrong."
ambient_CASTLE_COMMONER_BOTTOMLESS_M_8,"A priest weeps quietly in a corner."
ambient_CASTLE_COMMONER_BOTTOMLESS_M_9,"You hear, 'I saw his knees. *Both* of them.'"

ambient_CASTLE_COMMONER_BOTTOMLESS_F_0,"A noblewoman shrieks, 'This is a sacred hall!'"
ambient_CASTLE_COMMONER_BOTTOMLESS_F_1,"A maid turns away and drops a bucket."
ambient_CASTLE_COMMONER_BOTTOMLESS_F_2,"A bard fumbles his lute and his dignity."
ambient_CASTLE_COMMONER_BOTTOMLESS_F_3,"A page covers their eyes with a scroll."
ambient_CASTLE_COMMONER_BOTTOMLESS_F_4,"A guard clears his throat... and keeps clearing."
ambient_CASTLE_COMMONER_BOTTOMLESS_F_5,"A servant places a rug behind you. Desperately."
ambient_CASTLE_COMMONER_BOTTOMLESS_F_6,"A noble faints into another noble. Chain reaction."
ambient_CASTLE_COMMONER_BOTTOMLESS_F_7,"A nun leaves the castle. Possibly forever."
ambient_CASTLE_COMMONER_BOTTOMLESS_F_8,"A jester is speechless. That’s rare."
ambient_CASTLE_COMMONER_BOTTOMLESS_F_9,"A nobleman whispers, 'Dibella forgive us all.'"

ambient_CASTLE_ARMORED_TOPLESS_M_0,"A captain growls, 'Armor is useless if you forget half of it.'"
ambient_CASTLE_ARMORED_TOPLESS_M_1,"A nobleman raises a monocle. 'Tactical... foolish, but bold.'"
ambient_CASTLE_ARMORED_TOPLESS_M_2,"A bard sings, 'Behold the breast of bravery!'"
ambient_CASTLE_ARMORED_TOPLESS_M_3,"A squire blushes and drops a sword. Twice."
ambient_CASTLE_ARMORED_TOPLESS_M_4,"A jester salutes you mockingly. It's deserved."
ambient_CASTLE_ARMORED_TOPLESS_M_5,"A priest mutters, 'May Julianos grant him wisdom.'"
ambient_CASTLE_ARMORED_TOPLESS_M_6,"A lady fans herself aggressively. Possibly due to heat."
ambient_CASTLE_ARMORED_TOPLESS_M_7,"A guard stares. 'You forgot your cuirass, genius.'"
ambient_CASTLE_ARMORED_TOPLESS_M_8,"A tailor gasps. 'Steel with no silk? Sacrilege!'"
ambient_CASTLE_ARMORED_TOPLESS_M_9,"You hear, 'What is he defending? Not modesty.'"

ambient_CASTLE_ARMORED_TOPLESS_F_0,"A noblewoman chokes on her words. Literally."
ambient_CASTLE_ARMORED_TOPLESS_F_1,"A captain blinks twice. 'Milady… your torso…?'"
ambient_CASTLE_ARMORED_TOPLESS_F_2,"A bard stops playing and whispers, 'Legendary.'"
ambient_CASTLE_ARMORED_TOPLESS_F_3,"A lady mutters, 'Dibella, she walks among us.'"
ambient_CASTLE_ARMORED_TOPLESS_F_4,"A priestess covers her eyes... then peeks."
ambient_CASTLE_ARMORED_TOPLESS_F_5,"A jester bows deeply. 'Unarmored grace!'"
ambient_CASTLE_ARMORED_TOPLESS_F_6,"A servant tries to offer a shawl and gets ignored."
ambient_CASTLE_ARMORED_TOPLESS_F_7,"A nobleman walks into a pillar. With purpose."
ambient_CASTLE_ARMORED_TOPLESS_F_8,"A herald drops his trumpet. Silence reigns."
ambient_CASTLE_ARMORED_TOPLESS_F_9,"You hear whispers: 'Bold. Insane. Glorious.'"

ambient_CASTLE_ARMORED_BOTTOMLESS_M_0,"A knight coughs. 'You forgot your greaves... and shame.'"
ambient_CASTLE_ARMORED_BOTTOMLESS_M_1,"A noble recoils. 'He’s armored above and scandal below!'"
ambient_CASTLE_ARMORED_BOTTOMLESS_M_2,"A bard strums a tune called 'The Breechless Blade.'"
ambient_CASTLE_ARMORED_BOTTOMLESS_M_3,"A steward screams, 'No bare thighs in the throne hall!'"
ambient_CASTLE_ARMORED_BOTTOMLESS_M_4,"A guard shields his eyes. 'Not in the king’s presence!'"
ambient_CASTLE_ARMORED_BOTTOMLESS_M_5,"A jester faints. It’s dramatic. And valid."
ambient_CASTLE_ARMORED_BOTTOMLESS_M_6,"A maid throws a cloak at your legs. It misses."
ambient_CASTLE_ARMORED_BOTTOMLESS_M_7,"A scribe burns his ink in despair."
ambient_CASTLE_ARMORED_BOTTOMLESS_M_8,"A drunk noble yells, 'I respect the madness!'"
ambient_CASTLE_ARMORED_BOTTOMLESS_M_9,"A child gasps, 'He’s wearing battle... and breeze.'"

ambient_CASTLE_ARMORED_BOTTOMLESS_F_0,"A noblewoman shouts, 'Her legs! They’re tactical?!'"
ambient_CASTLE_ARMORED_BOTTOMLESS_F_1,"A bard stops mid-song. 'Even Dibella would pause.'"
ambient_CASTLE_ARMORED_BOTTOMLESS_F_2,"A priestess covers her face. Her hands are trembling."
ambient_CASTLE_ARMORED_BOTTOMLESS_F_3,"A steward drops a pile of linens... conveniently at your feet."
ambient_CASTLE_ARMORED_BOTTOMLESS_F_4,"A jester claps once. Slowly. Then backs away."
ambient_CASTLE_ARMORED_BOTTOMLESS_F_5,"A lady whispers, 'That’s not armor... that’s bravery.'"
ambient_CASTLE_ARMORED_BOTTOMLESS_F_6,"A noble mutters, 'She forgot something. Or *chose* not to.'"
ambient_CASTLE_ARMORED_BOTTOMLESS_F_7,"A servant offers a blanket and flees."
ambient_CASTLE_ARMORED_BOTTOMLESS_F_8,"A scribe takes notes. Nervously. Then tears them up."
ambient_CASTLE_ARMORED_BOTTOMLESS_F_9,"You hear a whisper: 'She defends everything but dignity.'"

ambient_CASTLE_COMMONER_FULL_M_0,"A steward nods. 'At least one of you knows how to dress.'"
ambient_CASTLE_COMMONER_FULL_M_1,"A nobleman grunts. 'Peasant, but tidy.'"
ambient_CASTLE_COMMONER_FULL_M_2,"A bard says, 'You won’t get kicked out. That’s something.'"
ambient_CASTLE_COMMONER_FULL_M_3,"A page bows awkwardly. They're unsure of your rank."
ambient_CASTLE_COMMONER_FULL_M_4,"A tailor mutters, 'Plain, but acceptable.'"
ambient_CASTLE_COMMONER_FULL_M_5,"A servant waves you through. No drama today."
ambient_CASTLE_COMMONER_FULL_M_6,"A noblewoman looks you over and shrugs."
ambient_CASTLE_COMMONER_FULL_M_7,"A guard nods once. That’s rare."
ambient_CASTLE_COMMONER_FULL_M_8,"A lady whispers, 'Simple. Safe. Boring.'"
ambient_CASTLE_COMMONER_FULL_M_9,"You pass unnoticed. Possibly a good thing."

ambient_CASTLE_COMMONER_FULL_F_0,"A maid whispers, 'Finally, someone with sense.'"
ambient_CASTLE_COMMONER_FULL_F_1,"A noblewoman nods. 'Modesty. Respectable.'"
ambient_CASTLE_COMMONER_FULL_F_2,"A bard compliments your sleeves. Dramatically."
ambient_CASTLE_COMMONER_FULL_F_3,"A priestess smiles. 'Virtue and cloth, hand in hand.'"
ambient_CASTLE_COMMONER_FULL_F_4,"A guard doesn’t even flinch. You’re safe."
ambient_CASTLE_COMMONER_FULL_F_5,"A steward greets you politely. Not warmly."
ambient_CASTLE_COMMONER_FULL_F_6,"A tailor eyes your hemline. Then nods silently."
ambient_CASTLE_COMMONER_FULL_F_7,"A page bows with respect. Almost sincerely."
ambient_CASTLE_COMMONER_FULL_F_8,"A noble murmurs, 'No scandal here. Pity.'"
ambient_CASTLE_COMMONER_FULL_F_9,"You blend in. Like a shadow in beige."

ambient_CASTLE_NOBLE_FULL_M_0,"A nobleman nods in approval. 'One of us.'"
ambient_CASTLE_NOBLE_FULL_M_1,"A steward opens the door before you even knock."
ambient_CASTLE_NOBLE_FULL_M_2,"A bard exclaims, 'Such elegance! Such posture!'"
ambient_CASTLE_NOBLE_FULL_M_3,"A guard salutes you. Not sarcastically."
ambient_CASTLE_NOBLE_FULL_M_4,"A lady glances, then blushes. Just a little."
ambient_CASTLE_NOBLE_FULL_M_5,"A noble whispers, 'Heir? Diplomat? Important.'"
ambient_CASTLE_NOBLE_FULL_M_6,"A jester bows. 'Finally, someone I can't mock.'"
ambient_CASTLE_NOBLE_FULL_M_7,"A tailor gasps softly. 'Perfection… in velvet.'"
ambient_CASTLE_NOBLE_FULL_M_8,"You hear murmurs: 'Rank. Money. Power.'"
ambient_CASTLE_NOBLE_FULL_M_9,"A servant whispers, 'He’s probably on the council.'"

ambient_CASTLE_NOBLE_FULL_F_0,"A noblewoman smiles. 'That is how a lady should enter.'"
ambient_CASTLE_NOBLE_FULL_F_1,"A page bows so low he drops a scroll."
ambient_CASTLE_NOBLE_FULL_F_2,"A bard fumbles his words. 'Radiance... regality... wow.'"
ambient_CASTLE_NOBLE_FULL_F_3,"A steward clears a path for you, silently."
ambient_CASTLE_NOBLE_FULL_F_4,"A tailor mouths, 'Flawless... absolutely flawless.'"
ambient_CASTLE_NOBLE_FULL_F_5,"A priestess nods respectfully. 'A beacon of grace.'"
ambient_CASTLE_NOBLE_FULL_F_6,"A jester claps once. Then stops. Reverently."
ambient_CASTLE_NOBLE_FULL_F_7,"A nobleman stares for too long. Others notice."
ambient_CASTLE_NOBLE_FULL_F_8,"A servant adjusts a curtain. Possibly in your honor."
ambient_CASTLE_NOBLE_FULL_F_9,"You hear whispers: 'Queen? Or goddess?'"

ambient_CASTLE_RELIGIOUS_GARB_M_0,"A priest bows deeply. 'May the Eight guide you, brother.'"
ambient_CASTLE_RELIGIOUS_GARB_M_1,"A noble nods. 'A man of purpose.'"
ambient_CASTLE_RELIGIOUS_GARB_M_2,"A steward crosses himself as you pass."
ambient_CASTLE_RELIGIOUS_GARB_M_3,"A jester mutters, 'Not the time for jokes today.'"
ambient_CASTLE_RELIGIOUS_GARB_M_4,"A servant offers incense with trembling hands."
ambient_CASTLE_RELIGIOUS_GARB_M_5,"A bard plays a quiet hymn. Almost too quiet."
ambient_CASTLE_RELIGIOUS_GARB_M_6,"A knight bows and says nothing. It feels right."
ambient_CASTLE_RELIGIOUS_GARB_M_7,"A nobleman nods curtly. 'A man of faith.'"
ambient_CASTLE_RELIGIOUS_GARB_M_8,"A page whispers, 'He glows. A little.'"
ambient_CASTLE_RELIGIOUS_GARB_M_9,"A scholar takes notes and avoids eye contact."

ambient_CASTLE_RELIGIOUS_GARB_F_0,"A priestess clasps your hands gently. 'Welcome, sister.'"
ambient_CASTLE_RELIGIOUS_GARB_F_1,"A lady-in-waiting curtsies with reverence."
ambient_CASTLE_RELIGIOUS_GARB_F_2,"A bard sings softly of virtue and light."
ambient_CASTLE_RELIGIOUS_GARB_F_3,"A steward opens the chapel door without question."
ambient_CASTLE_RELIGIOUS_GARB_F_4,"A noblewoman nods. 'True grace walks among us.'"
ambient_CASTLE_RELIGIOUS_GARB_F_5,"A page bows and offers a candle."
ambient_CASTLE_RELIGIOUS_GARB_F_6,"A monk weeps silently in the background."
ambient_CASTLE_RELIGIOUS_GARB_F_7,"A tailor whispers, 'Such devotion… and detail.'"
ambient_CASTLE_RELIGIOUS_GARB_F_8,"A nun smiles, then follows quietly."
ambient_CASTLE_RELIGIOUS_GARB_F_9,"You hear someone pray. You weren’t even speaking."

ambient_CASTLE_NOBLE_INDECENT_M_0,"A noble shouts, 'Have you lost your jewels and your mind?!'"
ambient_CASTLE_NOBLE_INDECENT_M_1,"A steward blocks your path. 'Not dressed like that.'"
ambient_CASTLE_NOBLE_INDECENT_M_2,"A bard laughs. Then realizes you're serious."
ambient_CASTLE_NOBLE_INDECENT_M_3,"A noblewoman gasps. 'Embarrassing. Simply embarrassing.'"
ambient_CASTLE_NOBLE_INDECENT_M_4,"A guard sighs. 'Please don’t make this a trend.'"
ambient_CASTLE_NOBLE_INDECENT_M_5,"A scribe writes 'Scandal' in very large letters."
ambient_CASTLE_NOBLE_INDECENT_M_6,"A jester salutes mockingly. 'My prince!'"
ambient_CASTLE_NOBLE_INDECENT_M_7,"A tailor sobs into a roll of silk."
ambient_CASTLE_NOBLE_INDECENT_M_8,"A lady faints. Again. For real this time."
ambient_CASTLE_NOBLE_INDECENT_M_9,"You hear whispers: 'Noble? Not anymore.'"

ambient_CASTLE_NOBLE_INDECENT_F_0,"A noblewoman screeches, 'What sort of debut is THIS?!'"
ambient_CASTLE_NOBLE_INDECENT_F_1,"A bard tries to rhyme 'audacity' and 'disgrace'."
ambient_CASTLE_NOBLE_INDECENT_F_2,"A steward drops your name from the guest list."
ambient_CASTLE_NOBLE_INDECENT_F_3,"A nobleman’s jaw drops. So does his wineglass."
ambient_CASTLE_NOBLE_INDECENT_F_4,"A jester shouts, 'Now THAT'S a statement!'"
ambient_CASTLE_NOBLE_INDECENT_F_5,"A priestess begins praying. Loudly."
ambient_CASTLE_NOBLE_INDECENT_F_6,"A page runs to fetch a cloak. And a judge."
ambient_CASTLE_NOBLE_INDECENT_F_7,"A tailor tears a sketch dramatically in half."
ambient_CASTLE_NOBLE_INDECENT_F_8,"You hear a gasp, a slap, and someone fainting."
ambient_CASTLE_NOBLE_INDECENT_F_9,"A herald mutters, 'May Dibella have mercy on us all.'"

ambient_CASTLE_NOBLE_NO_JEWELS_M_0,"A noble murmurs, 'No ring? No respect.'"
ambient_CASTLE_NOBLE_NO_JEWELS_M_1,"A bard sings, 'Dressed like a king, but where’s the bling?'"
ambient_CASTLE_NOBLE_NO_JEWELS_M_2,"A steward frowns. 'You forgot something… shiny.'"
ambient_CASTLE_NOBLE_NO_JEWELS_M_3,"A tailor sighs, 'Almost noble.'"
ambient_CASTLE_NOBLE_NO_JEWELS_M_4,"A lady whispers, 'Maybe he pawned it?'"
ambient_CASTLE_NOBLE_NO_JEWELS_M_5,"A jester jingles louder to compensate."
ambient_CASTLE_NOBLE_NO_JEWELS_M_6,"A scribe adds '(missing jewels)' to your description."
ambient_CASTLE_NOBLE_NO_JEWELS_M_7,"A priest eyes you warily. 'Empty fingers… empty soul?'"
ambient_CASTLE_NOBLE_NO_JEWELS_M_8,"A child asks, 'Is he a fake noble?'"
ambient_CASTLE_NOBLE_NO_JEWELS_M_9,"You hear, 'Dressed to impress… almost.'"

ambient_CASTLE_NOBLE_NO_JEWELS_F_0,"A noblewoman sniffs. 'Lovely dress. Pity about the fingers.'"
ambient_CASTLE_NOBLE_NO_JEWELS_F_1,"A bard hums, 'Lady of silk, bare of sparkle.'"
ambient_CASTLE_NOBLE_NO_JEWELS_F_2,"A servant offers a ring 'for the look.'"
ambient_CASTLE_NOBLE_NO_JEWELS_F_3,"A tailor weeps softly into a jewelry box."
ambient_CASTLE_NOBLE_NO_JEWELS_F_4,"A jester jangles suggestively. No one laughs."
ambient_CASTLE_NOBLE_NO_JEWELS_F_5,"A priestess whispers, 'Modest… but incomplete.'"
ambient_CASTLE_NOBLE_NO_JEWELS_F_6,"A nobleman tilts his head. 'Missing something?'"
ambient_CASTLE_NOBLE_NO_JEWELS_F_7,"You hear a gasp: 'No necklace? No class!'"
ambient_CASTLE_NOBLE_NO_JEWELS_F_8,"A bard offers a shiny spoon. 'Close enough?'"
ambient_CASTLE_NOBLE_NO_JEWELS_F_9,"A scribe notes: 'Well-dressed. Economical.'"

ambient_CASTLE_NOBLE_BATTLE_READY_M_0,"A knight salutes. 'A noble and a warrior. Rare.'"
ambient_CASTLE_NOBLE_BATTLE_READY_M_1,"A steward whispers, 'Send him straight in.'"
ambient_CASTLE_NOBLE_BATTLE_READY_M_2,"A bard belts out, 'Steel and silk in harmony!'"
ambient_CASTLE_NOBLE_BATTLE_READY_M_3,"A lady clutches her heart. Dramatically."
ambient_CASTLE_NOBLE_BATTLE_READY_M_4,"A noble mutters, 'That’s how *I* should dress.'"
ambient_CASTLE_NOBLE_BATTLE_READY_M_5,"A jester bows low. 'Please don’t stab me.'"
ambient_CASTLE_NOBLE_BATTLE_READY_M_6,"A page drops a scroll, and his jaw."
ambient_CASTLE_NOBLE_BATTLE_READY_M_7,"A herald announces, 'Lord of War and Wardrobe!'"
ambient_CASTLE_NOBLE_BATTLE_READY_M_8,"A tailor faints in satisfaction."
ambient_CASTLE_NOBLE_BATTLE_READY_M_9,"You hear, 'Now *that’s* nobility.'"

ambient_CASTLE_NOBLE_BATTLE_READY_F_0,"A noblewoman whispers, 'She could conquer hearts and nations.'"
ambient_CASTLE_NOBLE_BATTLE_READY_F_1,"A guard stammers, then salutes too hard."
ambient_CASTLE_NOBLE_BATTLE_READY_F_2,"A bard sings, 'Lady of blades and beauty.'"
ambient_CASTLE_NOBLE_BATTLE_READY_F_3,"A steward gestures toward the throne room. 'Straight ahead.'"
ambient_CASTLE_NOBLE_BATTLE_READY_F_4,"A tailor faints from emotional overload."
ambient_CASTLE_NOBLE_BATTLE_READY_F_5,"A jester drops his hat in reverence."
ambient_CASTLE_NOBLE_BATTLE_READY_F_6,"A monk whispers, 'She walks in armor and command.'"
ambient_CASTLE_NOBLE_BATTLE_READY_F_7,"A noble claps. Just once. That’s enough."
ambient_CASTLE_NOBLE_BATTLE_READY_F_8,"A herald recites, 'Noble of house, fierce of heart.'"
ambient_CASTLE_NOBLE_BATTLE_READY_F_9,"You hear whispers: 'She *is* the court now.'"

ambient_TAVERN_FULLY_NUDE_M_0,"A drunk cheers, 'Now *that’s* what I call happy hour!'"
ambient_TAVERN_FULLY_NUDE_M_1,"The barkeep squints. 'You better be paying double, streaker.'"
ambient_TAVERN_FULLY_NUDE_M_2,"A bard starts strumming a tune called 'The Naked Truth'."
ambient_TAVERN_FULLY_NUDE_M_3,"A serving girl drops her tray. Not from surprise—just fed up."
ambient_TAVERN_FULLY_NUDE_M_4,"A burly patron yells, 'Somebody get this lad a *belt*!'"
ambient_TAVERN_FULLY_NUDE_M_5,"A group of gamblers whistles and raises mugs."
ambient_TAVERN_FULLY_NUDE_M_6,"A dog barks excitedly. No one is sure why."
ambient_TAVERN_FULLY_NUDE_M_7,"A wench mutters, 'It’s always the confident ones…'"
ambient_TAVERN_FULLY_NUDE_M_8,"You hear laughter, coins hitting the table, and 'Ten septims says he does a spin!'"
ambient_TAVERN_FULLY_NUDE_M_9,"A patron yells, 'Is it your birthday or *ours*?'"

ambient_TAVERN_FULLY_NUDE_F_0,"A drunk falls off his stool. 'By Dibella’s *grace*!'"
ambient_TAVERN_FULLY_NUDE_F_1,"The bard’s jaw drops. So does his lute."
ambient_TAVERN_FULLY_NUDE_F_2,"A serving woman huffs, 'Some people need all the attention.'"
ambient_TAVERN_FULLY_NUDE_F_3,"A grizzled pirate yells, 'Buy her a drink before she conquers the room!'"
ambient_TAVERN_FULLY_NUDE_F_4,"A barkeep sighs. 'This again?'"
ambient_TAVERN_FULLY_NUDE_F_5,"Cheers erupt from a table. 'To freedom! And flesh!'"
ambient_TAVERN_FULLY_NUDE_F_6,"A wench giggles. 'I like her style.'"
ambient_TAVERN_FULLY_NUDE_F_7,"A bard fumbles a rhyme. 'She... uh... *glows*!'"
ambient_TAVERN_FULLY_NUDE_F_8,"A mug crashes to the floor. Applause follows."
ambient_TAVERN_FULLY_NUDE_F_9,"Someone throws a scarf. 'Use it... or don’t!'"

ambient_TAVERN_UNDERWEAR_ONLY_M_0,"A drunk hollers, 'Lost a bet, eh?'"
ambient_TAVERN_UNDERWEAR_ONLY_M_1,"The barkeep snorts. 'As long as you don’t sit on the stools.'"
ambient_TAVERN_UNDERWEAR_ONLY_M_2,"A bard chuckles, 'You’re overdressed for a sauna... underdressed for here.'"
ambient_TAVERN_UNDERWEAR_ONLY_M_3,"A wench tosses a rag your way. 'Cover the essentials, love.'"
ambient_TAVERN_UNDERWEAR_ONLY_M_4,"Someone yells, 'Looks like laundry day hit hard!'"
ambient_TAVERN_UNDERWEAR_ONLY_M_5,"A group laughs. 'We’ve *all* been there. Kind of.'"
ambient_TAVERN_UNDERWEAR_ONLY_M_6,"A gambler raises his mug. 'Cheers to confidence!'"
ambient_TAVERN_UNDERWEAR_ONLY_M_7,"A patron mutters, 'Too sober for this nonsense.'"
ambient_TAVERN_UNDERWEAR_ONLY_M_8,"You hear a bet being made about how long you'll last."
ambient_TAVERN_UNDERWEAR_ONLY_M_9,"A serving girl sighs. 'Another one.'"

ambient_TAVERN_UNDERWEAR_ONLY_F_0,"A patron whistles. Not subtly."
ambient_TAVERN_UNDERWEAR_ONLY_F_1,"A barmaid shouts, 'Girl! That takes guts!'"
ambient_TAVERN_UNDERWEAR_ONLY_F_2,"A bard's song changes key—abruptly."
ambient_TAVERN_UNDERWEAR_ONLY_F_3,"A drunk laughs, 'She dressed for *victory*!'"
ambient_TAVERN_UNDERWEAR_ONLY_F_4,"A noble in the corner stares, gobsmacked."
ambient_TAVERN_UNDERWEAR_ONLY_F_5,"A mug tips over from sheer tension."
ambient_TAVERN_UNDERWEAR_ONLY_F_6,"Someone shouts, 'Drinks for the brave one!'"
ambient_TAVERN_UNDERWEAR_ONLY_F_7,"A barmaid mutters, 'Wish I had that spine.'"
ambient_TAVERN_UNDERWEAR_ONLY_F_8,"A guard at the door just... leaves."
ambient_TAVERN_UNDERWEAR_ONLY_F_9,"A bard whispers, 'That’s one way to get an encore.'"

ambient_TAVERN_COMMONER_TOPLESS_M_0,"A tavern drunk yells, 'Hey! Shirts are *optional*!'"
ambient_TAVERN_COMMONER_TOPLESS_M_1,"A wench giggles, 'Working the lumberjack angle, are we?'"
ambient_TAVERN_COMMONER_TOPLESS_M_2,"A bard sings, 'Hairy chests and spilled ale!'"
ambient_TAVERN_COMMONER_TOPLESS_M_3,"A bouncer eyes you and shrugs. 'Seen worse.'"
ambient_TAVERN_COMMONER_TOPLESS_M_4,"A mug crashes near you. Probably not related."
ambient_TAVERN_COMMONER_TOPLESS_M_5,"A gambler says, 'Hope your pants stay on, at least.'"
ambient_TAVERN_COMMONER_TOPLESS_M_6,"A patron claps. 'Bravery or beer?'"
ambient_TAVERN_COMMONER_TOPLESS_M_7,"A barmaid rolls her eyes. 'Again with the abs…'"
ambient_TAVERN_COMMONER_TOPLESS_M_8,"You feel a draft. And the judgment."
ambient_TAVERN_COMMONER_TOPLESS_M_9,"A jester yells, 'Make way for the mountain man!'"

ambient_TAVERN_COMMONER_TOPLESS_F_0,"A loud cheer erupts from the corner table."
ambient_TAVERN_COMMONER_TOPLESS_F_1,"A bard fumbles his lyrics. Badly."
ambient_TAVERN_COMMONER_TOPLESS_F_2,"A barmaid high-fives you. Respect."
ambient_TAVERN_COMMONER_TOPLESS_F_3,"A drunk shouts, 'Now that’s hospitality!'"
ambient_TAVERN_COMMONER_TOPLESS_F_4,"A noble drops his goblet. Coincidence?"
ambient_TAVERN_COMMONER_TOPLESS_F_5,"A serving girl smirks. 'Looks like it's Ladies’ Night.'"
ambient_TAVERN_COMMONER_TOPLESS_F_6,"A jester declares, 'The Queen of Confidence has arrived!'"
ambient_TAVERN_COMMONER_TOPLESS_F_7,"Someone tosses a cloak at you—gently."
ambient_TAVERN_COMMONER_TOPLESS_F_8,"A guard groans, 'Not again...'"
ambient_TAVERN_COMMONER_TOPLESS_F_9,"You hear, 'Respect… and also confusion.'"

ambient_TAVERN_COMMONER_BOTTOMLESS_M_0,"A drunk spits ale laughing. 'Where’s the fire?!'"
ambient_TAVERN_COMMONER_BOTTOMLESS_M_1,"A barmaid covers her eyes. But peeks."
ambient_TAVERN_COMMONER_BOTTOMLESS_M_2,"Someone yells, 'NO PANTS, NO PEACE!'"
ambient_TAVERN_COMMONER_BOTTOMLESS_M_3,"A bard starts composing a limerick. It’s very bad."
ambient_TAVERN_COMMONER_BOTTOMLESS_M_4,"A serving boy flees into the cellar."
ambient_TAVERN_COMMONER_BOTTOMLESS_M_5,"A jester tosses you a napkin. 'Better than nothing!'"
ambient_TAVERN_COMMONER_BOTTOMLESS_M_6,"A noble says, 'Well, that’s one way to tip.'"
ambient_TAVERN_COMMONER_BOTTOMLESS_M_7,"A barmaid mutters, 'The floor better be clean.'"
ambient_TAVERN_COMMONER_BOTTOMLESS_M_8,"A mug rolls across the room. Everyone blames you."
ambient_TAVERN_COMMONER_BOTTOMLESS_M_9,"You hear applause and horror in equal measure."

